CORRECT LIST
['11982', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1954****', '*************', '*************', 'naver.com', '불교', '147.220.161.249', '39:ac:a2:c4:c8:72']
['21024', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1993****', '*************', '*************', 'yahoo.com', '무교', '179.142.116.242', 'fc:56:95:57:19:f7']
['12245', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1993****', '*************', '*************', 'daum.net', '무교', '21.35.243.137', '12:8f:c2:54:6f:de']
['19105', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1993****', '*************', '*************', 'naver.com', '기독교', '152.128.84.42', '78:92:28:89:69:d7']
['34020', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'naver.com', '불교', '199.174.85.120', '75:35:15:ea:7e:dc']
['28664', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'yahoo.com', '불교', '71.40.109.58', '0f:80:3e:f2:a9:38']
['2409', '장**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1994****', '*************', '*************', 'naver.com', '불교', '63.32.190.33', '8f:b9:c3:f4:b0:61']
['23081', '장**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1994****', '*************', '*************', 'daum.net', '무교', '217.215.58.164', '15:ef:dd:fb:be:89']
['25248', '장**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'yahoo.com', '불교', '203.208.201.234', '40:2f:8e:04:c8:4e']
['34738', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1994****', '*************', '*************', 'gmail.com', '불교', '39.124.81.17', '9f:70:cb:a5:84:9f']
['29499', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'yahoo.com', '무교', '245.203.12.176', '58:4a:1b:37:23:55']
['32578', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'gmail.com', '무교', '249.5.112.191', '9a:e1:91:2e:c6:c2']
['11639', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '무교', '2.191.128.185', 'c5:2f:5d:bc:f6:a2']
['31605', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '무교', '70.215.131.115', 'e7:cd:6a:11:b9:3f']
['34812', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '불교', '213.163.157.185', 'f6:5b:87:fa:c0:75']
['37993', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1995****', '*************', '*************', 'yahoo.com', '무교', '202.40.47.65', 'a9:e3:7d:b8:57:3d']
['29497', '최**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'yahoo.com', '기독교', '212.210.45.245', 'dd:2a:68:33:75:5c']
['3679', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1996****', '*************', '*************', 'naver.com', '무교', '134.170.16.15', '84:58:19:6d:49:b7']
['21384', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '무교', '213.156.249.94', 'af:de:e2:87:d6:86']
['38631', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '불교', '92.20.108.66', 'c7:84:1f:77:3c:11']
['16370', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1996****', '*************', '*************', 'daum.net', '불교', '143.94.47.242', '0e:19:26:cf:b2:c5']
['19131', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1996****', '*************', '*************', 'daum.net', '기독교', '69.108.200.143', '79:f2:d9:f5:8f:99']
['38951', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '불교', '19.171.27.62', '6a:6d:f7:47:22:08']
['15962', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1996****', '*************', '*************', 'daum.net', '무교', '108.163.81.153', '45:c2:f2:b5:87:83']
['11888', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1996****', '*************', '*************', 'daum.net', '무교', '6.22.162.89', '2f:19:07:2d:c4:61']
['19084', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'yahoo.com', '기독교', '27.84.234.106', '23:9a:db:0a:3c:6c']
['21154', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1996****', '*************', '*************', 'gmail.com', '무교', '141.184.98.113', 'de:2e:11:e7:e5:aa']
['36344', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'A형', '1952****', '*************', '*************', 'gmail.com', '불교', '58.13.4.229', '18:d0:b1:b9:46:f2']
['14292', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'A형', '1953****', '*************', '*************', 'yahoo.com', '무교', '139.141.25.53', '05:73:8b:ca:91:fb']
['34071', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'B형', '1953****', '*************', '*************', 'yahoo.com', '불교', '193.151.244.177', '91:2d:82:fa:2b:7e']
['9727', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'A형', '1957****', '*************', '*************', 'daum.net', '불교', '218.113.52.180', '4e:ae:85:3e:5a:f2']
['10698', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'O형', '1958****', '*************', '*************', 'yahoo.com', '무교', '36.73.251.250', '91:db:b9:c6:1d:87']
['2892', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'B형', '1969****', '*************', '*************', 'gmail.com', '무교', '197.198.74.184', '16:f6:32:0c:e1:19']
['4065', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'AB형', '1969****', '*************', '*************', 'gmail.com', '천주교', '206.226.249.34', '93:8b:7f:b7:ad:9d']
['14447', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'A형', '1970****', '*************', '*************', 'naver.com', '기독교', '129.111.5.11', 'da:47:09:29:8f:ef']
['38118', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'A형', '1970****', '*************', '*************', 'gmail.com', '기독교', '36.49.169.39', 'ae:25:c0:5d:cd:37']
['29248', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'O형', '1978****', '*************', '*************', 'naver.com', '무교', '45.235.253.146', 'ad:33:3d:35:d6:84']
['9053', '이**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'O형', '1979****', '*************', '*************', 'yahoo.com', '불교', '103.74.49.228', '91:0b:cc:ab:0c:83']
['37611', '이**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'O형', '1979****', '*************', '*************', 'gmail.com', '무교', '156.241.97.156', 'bd:a6:83:49:79:66']
['10472', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'O형', '1981****', '*************', '*************', 'naver.com', '불교', '58.249.234.175', 'ab:85:98:02:ef:0e']
['18163', '김**', '남성', '[160.0, 170.0[', '[70.0, 80.0[', 'A형', '1986****', '*************', '*************', 'yahoo.com', '기독교', '10.142.144.105', '84:d4:04:ff:0e:fc']
['33585', '김**', '남성', '[170.0, 180.0[', '[70.0, 80.0[', 'A형', '1991****', '*************', '*************', 'yahoo.com', '기독교', '21.33.64.86', '97:7f:9d:15:99:d5']
total: 4378
correct: 786
percentage: 17.953403380539058%
