['1', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1995******', '*********', '*************', 'naver.com', '무교']
=> ['157', '박준영', '남성', '177.7', '67.4', 'AB형', '1950-07-11', '3871-1705', 't7pv4knkwe', 'yahoo.com', '불교']: 1.0645

['3079', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1963******', '*********', '*************', 'daum.net', '무교']
=> ['115', '김현서', '남성', '167.2', '70.7', 'O형', '1963-04-25', '4775-5980', 'ddedyhsub', 'daum.net', '무교']: 1.4566
=> ['509', '송서택', '남성', '160.9', '62.3', 'O형', '1968-10-07', '9889-1336', 'h8stox80tty9', 'daum.net', '무교']: 1.455

['3080', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1949******', '*********', '*************', 'gmail.com', '무교']
=> ['62', '윤용은', '남성', '163.7', '66.5', 'A형', '1989-09-10', '8517-2831', 'oikb5ocs9', 'gmail.com', '무교']: 1.5135
=> ['3080', '권준영', '남성', '166.3', '63.3', 'A형', '1949-06-16', '1841-4530', 'zszt2pcgwz', 'gmail.com', '무교']: 1.5152

['3081', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1963******', '*********', '*************', 'yahoo.com', '기독교']
=> ['3081', '노진지', '남성', '164.1', '65.4', 'A형', '1963-06-06', '1763-6760', 'm5e21n8gj4zn6', 'yahoo.com', '기독교']: 1.2581
=> ['1262', '지현우', '남성', '165.8', '69.2', 'A형', '1960-11-23', '6107-9836', 'jkioh16a59ovt', 'yahoo.com', '기독교']: 1.2565

['3082', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1993******', '*********', '*************', 'naver.com', '무교']
=> ['1860', '김훈협', '여성', '154.6', '50.8', 'A형', '1993-09-10', '2791-6209', 'zzoje975cfw7', 'naver.com', '무교']: 1.5031

['3083', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1947******', '*********', '*************', 'naver.com', '무교']
=> ['2695', '박훈종', '남성', '165.4', '67.6', 'B형', '1947-11-19', '1743-8843', 'zpcppl9', 'naver.com', '무교']: 1.446

['3084', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1957******', '*********', '*************', 'naver.com', '무교']
=> ['229', '이희석', '남성', '175.3', '61.8', 'A형', '1957-02-18', '5623-8334', 'tmq6n2u0w0', 'naver.com', '무교']: 1.5098
=> ['111', '이남은', '남성', '174.0', '67.0', 'A형', '1951-09-14', '3086-9624', 'f3qtf67', 'naver.com', '무교']: 1.5081

['3085', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1989******', '*********', '*************', 'daum.net', '기독교']
=> ['3085', '최서지', '남성', '173.7', '61.7', 'A형', '1989-04-24', '0416-8804', 'p49kyewgs', 'daum.net', '기독교']: 1.2423
=> ['1182', '고남지', '남성', '174.2', '69.5', 'A형', '1982-02-23', '6729-1952', 'fvflekbk', 'daum.net', '기독교']: 1.2407

['3086', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '천주교']
=> ['30', '안준용', '여성', '155.5', '53.3', 'B형', '1960-03-17', '5836-7474', 'zuabo7c7', 'gmail.com', '천주교']: 0.3178

['3087', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1963******', '*********', '*************', 'gmail.com', '천주교']
=> ['30', '안준용', '여성', '155.5', '53.3', 'B형', '1960-03-17', '5836-7474', 'zuabo7c7', 'gmail.com', '천주교']: 1.0239
=> ['1727', '이지준', '여성', '152.7', '53.4', 'B형', '1963-06-29', '8880-6181', 'ui4jj3owm9', 'gmail.com', '천주교']: 1.0255

['3088', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1994******', '*********', '*************', 'naver.com', '천주교']
=> ['404', '류진진', '남성', '174.4', '70.7', 'B형', '1988-05-19', '2631-7597', 'rqw9mz4ao9cc6', 'naver.com', '천주교']: 1.0303
=> ['7926', '천지진', '남성', '172.1', '62.9', 'B형', '1996-02-01', '2589-4499', 'mo8yzay7sm9', 'naver.com', '천주교']: 1.0319
=> ['3088', '오남지', '남성', '171.8', '62.2', 'B형', '1994-08-09', '7779-8103', 'xx183wcl8t9g7', 'naver.com', '천주교']: 1.0336

['3089', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1967******', '*********', '*************', 'gmail.com', '기독교']
=> ['2733', '고협은', '남성', '175.0', '64.6', 'A형', '1967-05-27', '4084-5593', 'ceocj4zjcz49', 'gmail.com', '기독교']: 1.2464

['3090', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1978******', '*********', '*************', 'naver.com', '기독교']
=> ['3090', '김협영', '여성', '150.5', '53.0', 'A형', '1978-08-02', '4234-9428', 'afogy0lwn5', 'naver.com', '기독교']: 1.241
=> ['566', '김훈현', '여성', '158.1', '59.8', 'A형', '1973-12-06', '2308-1173', 'zys4tu', 'naver.com', '기독교']: 1.2393

['3091', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1984******', '*********', '*************', 'yahoo.com', '불교']
=> ['34', '박택서', '남성', '167.6', '60.6', 'A형', '1964-01-31', '6790-8927', 'ng32ep', 'yahoo.com', '불교']: 1.2907
=> ['1613', '이정협', '남성', '168.7', '64.3', 'A형', '1984-02-19', '5223-1640', 'r7qwlngop', 'yahoo.com', '불교']: 1.2927

['3092', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '천주교']
=> ['30', '안준용', '여성', '155.5', '53.3', 'B형', '1960-03-17', '5836-7474', 'zuabo7c7', 'gmail.com', '천주교']: 0.3178

['3093', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1970******', '*********', '*************', 'daum.net', '기독교']
=> ['2404', '장영준', '여성', '158.2', '54.8', 'O형', '1970-11-13', '1236-3589', 'ci6qdlisx8', 'daum.net', '기독교']: 1.181
=> ['222', '이지서', '여성', '156.9', '55.6', 'O형', '1976-05-03', '5104-6529', 'n6ivc5oo', 'daum.net', '기독교']: 1.1793

['3094', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 0.4622

['3095', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1988******', '*********', '*************', 'naver.com', '무교']
=> ['410', '조현현', '여성', '150.5', '51.5', 'O형', '1989-06-15', '0359-6224', 'uxovcu8gsc69r', 'naver.com', '무교']: 1.4462
=> ['1549', '배덕우', '여성', '157.7', '57.8', 'O형', '1988-05-20', '0327-5462', 'ea2gzmg1', 'naver.com', '무교']: 1.4477

['3096', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1991******', '*********', '*************', 'naver.com', '무교']
=> ['1401', '이서준', '여성', '157.8', '53.9', 'B형', '1995-09-26', '6647-0637', 'lb46kpbhue', 'naver.com', '무교']: 1.4315
=> ['3096', '최용정', '여성', '157.7', '55.0', 'B형', '1991-09-01', '7276-9228', 'zg8ur5zxqbvb', 'naver.com', '무교']: 1.4333

['3097', '***', '여성', '140.0~150.0', '50.0~60.0', 'A형', '1961******', '*********', '*************', 'naver.com', '기독교']
=> ['3097', '강종지', '여성', '148.6', '56.9', 'A형', '1961-11-18', '4203-6879', 'tivt39wkm8wtd', 'naver.com', '기독교']: 1.2164
=> ['460', '정진은', '여성', '147.7', '50.1', 'A형', '1963-08-21', '2888-6298', 'ysarz1v4gf', 'naver.com', '기독교']: 1.2147

['3098', '***', '여성', '150.0~160.0', '50.0~60.0', 'AB형', '1962******', '*********', '*************', 'daum.net', '기독교']
=> ['3098', '오용영', '여성', '155.1', '52.3', 'AB형', '1962-12-25', '6891-7947', 'm6hvcgxv9', 'daum.net', '기독교']: 1.0183
=> ['783', '권희종', '여성', '160.7', '57.9', 'AB형', '1982-09-26', '2559-4879', 'er1ifu5gl4u6u', 'daum.net', '기독교']: 1.0166

['3099', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1953******', '*********', '*************', 'yahoo.com', '무교']
=> ['611', '하용훈', '남성', '170.0', '64.9', 'O형', '1953-09-15', '8155-3144', 'ivyk3t', 'yahoo.com', '무교']: 1.4653

['3100', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1965******', '*********', '*************', 'daum.net', '기독교']
=> ['3100', '권준택', '여성', '155.9', '58.5', 'B형', '1965-08-28', '9391-6018', 'gw0i7bv', 'daum.net', '기독교']: 1.1658
=> ['172', '강석남', '여성', '153.6', '56.3', 'B형', '1960-06-26', '0946-9614', 'ytg9nuo81v7', 'daum.net', '기독교']: 1.1641

['3101', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1976******', '*********', '*************', 'naver.com', '천주교']
=> ['61', '김석지', '남성', '167.5', '69.9', 'B형', '1968-11-13', '4637-4299', 'ko9ngcku5a5gv', 'naver.com', '천주교']: 1.0372
=> ['6675', '박남희', '남성', '162.2', '68.9', 'B형', '1978-09-12', '5810-9668', 'xv1s9zxz', 'naver.com', '천주교']: 1.0387
=> ['3101', '최상현', '남성', '164.9', '69.2', 'B형', '1976-04-21', '1123-6894', 'rog5opb2feqxv', 'naver.com', '천주교']: 1.0402

['3102', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1949******', '*********', '*************', 'gmail.com', '기독교']
=> ['3102', '정남훈', '남성', '168.2', '64.1', 'O형', '1949-09-06', '2860-8318', 'fucp9jl7we', 'gmail.com', '기독교']: 1.1971
=> ['470', '강지우', '남성', '168.7', '67.3', 'O형', '1989-03-26', '3858-3285', 'eqjs3ut1poa', 'gmail.com', '기독교']: 1.1954

['3103', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1992******', '*********', '*************', 'yahoo.com', '기독교']
=> ['79', '이준용', '여성', '150.0', '51.1', 'A형', '1991-10-14', '6201-7500', 'vkuqqsj', 'yahoo.com', '기독교']: 1.2432
=> ['3103', '최준준', '여성', '159.6', '52.0', 'A형', '1992-05-25', '2922-6906', 'curx4dnsp', 'yahoo.com', '기독교']: 1.2448

['3104', '***', '여성', '160.0~170.0', '50.0~60.0', 'A형', '1946******', '*********', '*************', 'daum.net', '기독교']
=> ['1174', '구은서', '여성', '160.2', '54.0', 'A형', '1982-10-08', '6776-3146', 'i2ye5rny', 'daum.net', '기독교']: 1.2321
=> ['2015', '김택희', '여성', '160.9', '55.8', 'A형', '1986-12-12', '7732-2613', 'aucij5', 'daum.net', '기독교']: 1.2338
=> ['3104', '신서지', '여성', '160.3', '54.9', 'A형', '1946-04-25', '0680-1166', 'z10eh2j8jtvk', 'daum.net', '기독교']: 1.2356

['3105', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1985******', '*********', '*************', 'gmail.com', '무교']
=> ['3105', '허우용', '남성', '170.0', '65.1', 'A형', '1985-07-21', '2501-6021', 'o7kvtlrwc', 'gmail.com', '무교']: 1.5066
=> ['339', '최성우', '남성', '172.0', '64.2', 'A형', '1982-12-11', '9842-8022', 'v4yionlfn', 'gmail.com', '무교']: 1.5053

['3106', '***', '여성', '150.0~160.0', '41.2~50.0', 'B형', '1975******', '*********', '*************', 'daum.net', '무교']
=> ['3106', '송준서', '여성', '153.8', '47.8', 'B형', '1975-01-25', '8819-1612', 'l4zicx9ndis1', 'daum.net', '무교']: 1.3969
=> ['500', '안진용', '여성', '155.7', '46.2', 'B형', '1955-02-04', '2405-6868', 'x5sjcpa7w4ewf', 'daum.net', '무교']: 1.395
=> ['6800', '송준석', '여성', '153.2', '54.6', 'B형', '1975-11-09', '0125-6535', 'me2nxne5', 'daum.net', '무교']: 1.3949

['3107', '***', '여성', '160.0~170.0', '50.0~60.0', 'B형', '1987******', '*********', '*************', 'naver.com', '무교']
=> ['3107', '허협현', '여성', '160.8', '51.0', 'B형', '1987-05-17', '1877-9534', 'zaivpu', 'naver.com', '무교']: 1.4324
=> ['1101', '이덕훈', '여성', '166.0', '60.7', 'B형', '1982-03-19', '2024-1992', 'mfzqzq60', 'naver.com', '무교']: 1.4306

['3108', '***', '여성', '140.0~150.0', '50.0~60.0', 'A형', '1963******', '*********', '*************', 'gmail.com', '천주교']
=> ['420', '정지준', '여성', '160.3', '57.5', 'A형', '1964-11-14', '5720-5593', 'ax29uclbd', 'gmail.com', '천주교']: 1.067
=> ['3108', '강남협', '여성', '148.9', '57.0', 'A형', '1963-06-02', '9574-6814', 'tfok3qsw7o2bl', 'gmail.com', '천주교']: 1.0714
=> ['1398', '정지훈', '여성', '155.4', '50.4', 'A형', '1963-03-01', '0864-0425', 'f5g0bn4llu', 'gmail.com', '천주교']: 1.0686

['3109', '***', '여성', '150.0~160.0', '60.0~70.0', 'O형', '1977******', '*********', '*************', 'gmail.com', '기독교']
=> ['213', '김희남', '여성', '155.3', '63.5', 'O형', '1967-08-17', '5486-3319', 'h6xaekavrz', 'gmail.com', '기독교']: 1.1835
=> ['3109', '박우희', '여성', '156.6', '60.2', 'O형', '1977-05-08', '6379-3665', 'odvrbf5tzf37i', 'gmail.com', '기독교']: 1.185
=> ['197', '김지택', '여성', '159.3', '60.8', 'O형', '1948-07-13', '0117-6743', 'b5lo4yy', 'gmail.com', '기독교']: 1.1819

['3110', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1981******', '*********', '*************', 'naver.com', '무교']
=> ['2050', '김현진', '여성', '154.8', '58.5', 'B형', '1981-11-14', '7357-3427', 'dgpkqt', 'naver.com', '무교']: 1.4333
=> ['21', '이희정', '여성', '151.4', '52.4', 'B형', '1984-09-19', '5712-5285', 'ybs75m2', 'naver.com', '무교']: 1.4315

['3111', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1976******', '*********', '*************', 'gmail.com', '불교']
=> ['425', '박지정', '여성', '156.3', '52.8', 'B형', '1976-12-04', '1029-7923', 'qqapge306', 'gmail.com', '불교']: 1.2008
=> ['237', '김협협', '여성', '158.5', '52.5', 'B형', '1974-10-12', '4995-7708', 'r7ldufl', 'gmail.com', '불교']: 1.1993

['3112', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1977******', '*********', '*************', 'yahoo.com', '무교']
=> ['199', '양은택', '여성', '152.2', '54.1', 'B형', '1957-06-19', '9137-4191', 'gymr3uqu77d6', 'yahoo.com', '무교']: 1.4353
=> ['3112', '윤희덕', '여성', '159.2', '50.3', 'B형', '1977-12-19', '7964-6620', 'w6mtlku', 'yahoo.com', '무교']: 1.4369

['3113', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1965******', '*********', '*************', 'yahoo.com', '무교']
=> ['303', '조준협', '남성', '170.3', '69.4', 'O형', '1965-12-07', '1011-9286', 'oc41y5orurwiv', 'yahoo.com', '무교']: 1.4588

['3114', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '천주교']
=> ['61', '김석지', '남성', '167.5', '69.9', 'B형', '1968-11-13', '4637-4299', 'ko9ngcku5a5gv', 'naver.com', '천주교']: 0.3196

['3115', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1984******', '*********', '*************', 'naver.com', '불교']
=> ['257', '전정상', '여성', '151.4', '57.4', 'O형', '1983-03-29', '2966-7602', 'vct83nq', 'naver.com', '불교']: 1.2178
=> ['3115', '김지서', '여성', '156.6', '57.2', 'O형', '1984-05-31', '7361-0543', 'xgm2xv88o2', 'naver.com', '불교']: 1.2197

['3116', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1983******', '*********', '*************', 'naver.com', '무교']
=> ['1483', '안우서', '여성', '152.6', '57.9', 'O형', '1983-11-03', '4288-3923', 'h5joppwfphn', 'naver.com', '무교']: 1.4481

['3117', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1995******', '*********', '*************', 'gmail.com', '무교']
=> ['1673', '장정영', '남성', '177.7', '63.1', 'B형', '1991-02-21', '5647-5478', 'fn2log', 'gmail.com', '무교']: 1.4355
=> ['3117', '윤서정', '남성', '176.6', '68.9', 'B형', '1995-08-23', '5544-8983', 's417ozq8c', 'gmail.com', '무교']: 1.4372

['3118', '***', '여성', '160.0~170.0', '50.0~60.0', 'O형', '1993******', '*********', '*************', 'gmail.com', '불교']
=> ['3118', '서협영', '여성', '166.7', '59.9', 'O형', '1993-08-31', '5944-0771', 'ng8zr5owoe', 'gmail.com', '불교']: 1.2152
=> ['1391', '이희영', '여성', '162.0', '52.3', 'O형', '1988-10-18', '0740-6101', 'zqzyjq3zkbb', 'gmail.com', '불교']: 1.2121

['3119', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1966******', '*********', '*************', 'naver.com', '무교']
=> ['154', '김준진', '여성', '151.3', '55.0', 'A형', '1965-03-01', '6906-4498', 'mis5bq6j1iinv', 'naver.com', '무교']: 1.5024
=> ['1982', '이덕준', '여성', '154.5', '58.5', 'A형', '1966-09-03', '9077-5048', 'bunfgxl', 'naver.com', '무교']: 1.5043

['3120', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1969******', '*********', '*************', 'daum.net', '무교']
=> ['1021', '박성서', '남성', '165.6', '62.7', 'A형', '1965-06-03', '1493-7770', 'tcgj28', 'daum.net', '무교']: 1.5101
=> ['3120', '박석남', '남성', '168.4', '64.0', 'A형', '1969-04-10', '3136-8995', 'rnknetx6nii4', 'daum.net', '무교']: 1.5115

['3121', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1959******', '*********', '*************', 'gmail.com', '천주교']
=> ['3121', '홍남현', '여성', '151.8', '57.1', 'B형', '1959-06-13', '0820-8609', 'dnfugxbpy', 'gmail.com', '천주교']: 1.026
=> ['808', '박성희', '여성', '160.7', '55.8', 'B형', '1957-01-12', '1961-2107', 'o8230qop8v44', 'gmail.com', '천주교']: 1.0243

['3122', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1979******', '*********', '*************', 'gmail.com', '무교']
=> ['3122', '이우준', '여성', '155.8', '58.7', 'A형', '1979-09-23', '1166-7018', 'ycaxpafe9', 'gmail.com', '무교']: 1.5011

['3123', '***', '여성', '140.0~150.0', '50.0~60.0', 'B형', '1982******', '*********', '*************', 'yahoo.com', '불교']
=> ['3834', '김희상', '여성', '150.5', '57.9', 'B형', '1984-03-06', '4319-6802', 'nivj73y', 'yahoo.com', '불교']: 1.1813
=> ['3123', '이남훈', '여성', '147.7', '54.1', 'B형', '1982-03-21', '4951-6031', 'ggzpufsx8', 'yahoo.com', '불교']: 1.1831
=> ['1090', '김지지', '여성', '163.4', '51.6', 'B형', '1982-09-28', '7226-4545', 'uncwipq9ybn', 'yahoo.com', '불교']: 1.1803

['3124', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1976******', '*********', '*************', 'daum.net', '무교']
=> ['3124', '박준준', '여성', '153.6', '54.3', 'B형', '1976-01-02', '4787-3350', 'f77o89pvbjr8', 'daum.net', '무교']: 1.4277
=> ['101', '주준영', '여성', '158.0', '58.3', 'B형', '1973-09-14', '8684-4736', 'sl6fnpbp', 'daum.net', '무교']: 1.4262

['3125', '***', '여성', '150.0~160.0', '50.0~60.0', 'AB형', '1973******', '*********', '*************', 'naver.com', '불교']
=> ['5353', '문성남', '여성', '156.7', '55.1', 'AB형', '1953-02-01', '9281-7782', 'tr0mgn', 'naver.com', '불교']: 1.0542
=> ['3125', '지영진', '여성', '153.9', '53.1', 'AB형', '1973-06-04', '4857-5399', 'oevhq8do', 'naver.com', '불교']: 1.0559

['3126', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1983******', '*********', '*************', 'daum.net', '무교']
=> ['465', '김남지', '남성', '170.6', '70.1', 'A형', '1953-01-01', '6587-7320', 's5e0w8', 'daum.net', '무교']: 1.5106
=> ['3126', '백석진', '남성', '166.2', '66.8', 'A형', '1983-12-31', '2928-5491', 'zh77c11r4f2c', 'daum.net', '무교']: 1.5123

['3127', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1987******', '*********', '*************', 'gmail.com', '천주교']
=> ['1734', '류영택', '남성', '167.2', '63.2', 'O형', '1967-11-13', '4926-1619', 'v0n3tcmavf0', 'gmail.com', '천주교']: 1.0532
=> ['3127', '노남택', '남성', '162.5', '68.6', 'O형', '1987-04-21', '5339-8634', 'ia0wzx', 'gmail.com', '천주교']: 1.055
=> ['32', '김훈진', '남성', '169.8', '64.9', 'O형', '1965-10-15', '1372-6692', 't4p3d4', 'gmail.com', '천주교']: 1.0513

['3128', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1969******', '*********', '*************', 'daum.net', '불교']
=> ['223', '최성훈', '남성', '171.9', '61.2', 'A형', '1964-03-24', '5862-7673', 'qazbuxm', 'daum.net', '불교']: 1.2734
=> ['3128', '구택진', '남성', '174.2', '64.9', 'A형', '1969-11-16', '0819-4700', 'r7eegq8ul3se', 'daum.net', '불교']: 1.2749

['3129', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 0.4604

['3130', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1976******', '*********', '*************', 'yahoo.com', '무교']
