['1', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
['1862', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['1863', '김**', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1980******', '*********', '*************', 'gmail.com', '무교']
=> ['444', '김택종', '남성', '164.0', '66.3', 'A형', '1983-04-21', '7910-8762', 'j7uegjl', 'gmail.com', '무교']: 3.8764
=> ['1863', '김석영', '남성', '166.4', '66.3', 'A형', '1980-04-25', '3276-5704', 'pfs6o9xa7yeh', 'gmail.com', '무교']: 3.9761

['1864', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['1865', '이**', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1981******', '*********', '*************', 'yahoo.com', '무교']
=> ['1865', '이용택', '남성', '175.4', '67.7', 'B형', '1981-12-16', '6791-0807', 'damy3oyb9', 'yahoo.com', '무교']: 4.0183
=> ['1125', '이지진', '남성', '173.1', '72.4', 'B형', '1986-10-03', '7529-8630', 'fxpnaya0jlgkd', 'yahoo.com', '무교']: 3.8357
=> ['727', '이택상', '남성', '176.6', '60.2', 'B형', '1987-02-24', '9088-1391', 'ajep4rslf', 'yahoo.com', '무교']: 3.9187

['1866', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['1867', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['1868', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['1869', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['1870', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['1871', '김**', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1951******', '*********', '*************', 'naver.com', '기독교']
=> ['1333', '김덕협', '남성', '173.5', '63.7', 'A형', '1971-02-03', '6680-8804', 'm84e3v6r7k', 'naver.com', '기독교']: 4.1365
=> ['1871', '김남남', '남성', '172.6', '63.3', 'A형', '1951-09-01', '9425-6865', 'tkx992', 'naver.com', '기독교']: 4.2359

['1872', '김**', '여성', '160.0~170.0', '50.0~60.0', 'A형', '1951******', '*********', '*************', 'gmail.com', '무교']
=> ['753', '김석협', '여성', '165.5', '55.7', 'A형', '1956-10-17', '7569-6894', 'f8yko106rqcc6', 'gmail.com', '무교']: 3.8615
=> ['2563', '김협현', '여성', '155.9', '55.5', 'A형', '1951-08-25', '3525-4384', 'jp5idro6xxcc', 'gmail.com', '무교']: 3.8747
=> ['1872', '김준상', '여성', '164.4', '58.6', 'A형', '1951-11-24', '6209-4053', 's8k24nh10w4e5', 'gmail.com', '무교']: 3.9608

['1873', '이**', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1965******', '*********', '*************', 'yahoo.com', '불교']
=> ['1873', '이현훈', '여성', '151.5', '50.0', 'B형', '1965-12-31', '8504-4692', 'a0b9sq76c', 'yahoo.com', '불교']: 4.2307
=> ['458', '이훈지', '여성', '157.6', '49.9', 'B형', '1969-11-02', '0901-1337', 'plu49v8z171h', 'yahoo.com', '불교']: 4.0491
=> ['5848', '이성은', '여성', '156.0', '56.1', 'B형', '1988-12-27', '6913-3118', 'e2mudk6th5', 'yahoo.com', '불교']: 4.0313
=> ['3687', '이종희', '여성', '152.9', '55.6', 'B형', '1968-09-24', '4716-5265', 'wektxs70es', 'yahoo.com', '불교']: 4.131
=> ['3344', '이은은', '여성', '163.9', '51.0', 'B형', '1967-10-21', '4869-0243', 'pii087o7', 'yahoo.com', '불교']: 4.0482

['1874', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '천주교']
=> ['30', '안준용', '여성', '155.5', '53.3', 'B형', '1960-03-17', '5836-7474', 'zuabo7c7', 'gmail.com', '천주교']: 1.6822

['1875', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['1876', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['1877', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['1878', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['1879', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['1880', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['1881', '신**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1956******', '*********', '*************', 'daum.net', '기독교']
=> ['1881', '신협지', '여성', '156.4', '59.3', 'A형', '1956-11-17', '4981-5774', 'wmhbcvm4ly9c', 'daum.net', '기독교']: 4.2592
=> ['5578', '신석종', '여성', '154.8', '56.6', 'A형', '1977-04-23', '8545-6024', 'fnehbp5d', 'daum.net', '기독교']: 4.0599
=> ['8163', '양은준', '여성', '161.3', '58.8', 'A형', '1956-02-19', '2491-6897', 'ws3a0ywkcv', 'daum.net', '기독교']: 3.8432
=> ['319', '신지용', '여성', '146.7', '46.5', 'A형', '1957-09-20', '2508-0471', 'n5eiu34u', 'daum.net', '기독교']: 3.9949
=> ['3104', '신서지', '여성', '160.3', '54.9', 'A형', '1946-04-25', '0680-1166', 'z10eh2j8jtvk', 'daum.net', '기독교']: 4.1596

['1882', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['1883', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['1884', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['1885', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['1886', '이**', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1967******', '*********', '*************', 'yahoo.com', '기독교']
=> ['74', '이상지', '여성', '151.0', '57.3', 'B형', '1957-02-18', '2826-2710', 'xacmcl9u9', 'yahoo.com', '기독교']: 4.1636
=> ['1886', '이훈택', '여성', '156.9', '50.7', 'B형', '1967-03-05', '0270-2582', 'zcmaa2swp', 'yahoo.com', '기독교']: 4.2632

['1887', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '천주교']
=> ['40', '채용덕', '여성', '159.5', '53.1', 'A형', '1995-09-07', '7281-0768', 'qlsrpc', 'daum.net', '천주교']: 1.6849

['1888', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['1889', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['1890', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['1891', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['1892', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['1893', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['1894', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['1895', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['1896', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['1897', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['1898', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['1899', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['1900', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['1901', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 1.5092

['1902', '김**', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1972******', '*********', '*************', 'daum.net', '무교']
=> ['106', '김훈희', '남성', '167.7', '62.6', 'O형', '1972-04-27', '8659-4669', 'xoy9c5822', 'daum.net', '무교']: 3.9147
=> ['1902', '김훈은', '남성', '176.8', '62.9', 'O형', '1972-11-25', '7199-0504', 'urab3cq6axa', 'daum.net', '무교']: 4.0014
=> ['206', '김훈서', '남성', '177.7', '65.6', 'O형', '1976-11-15', '8083-0964', 'trzp44', 'daum.net', '무교']: 3.9017

['1903', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['1904', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['1905', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['1906', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['1907', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['1908', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '천주교']
=> ['4', '최준진', '여성', '161.5', '53.3', 'A형', '1952-05-10', '3171-9306', 'd5gl47akoqk6o', 'yahoo.com', '천주교']: 1.6761

['1909', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['1910', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['1911', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['1912', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['1913', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['1914', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['1915', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['1916', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['1917', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['1918', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '천주교']
=> ['40', '채용덕', '여성', '159.5', '53.1', 'A형', '1995-09-07', '7281-0768', 'qlsrpc', 'daum.net', '천주교']: 1.6849

['1919', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['1920', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['1921', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['1922', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['1923', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['1924', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '천주교']
=> ['30', '안준용', '여성', '155.5', '53.3', 'B형', '1960-03-17', '5836-7474', 'zuabo7c7', 'gmail.com', '천주교']: 1.6822

['1925', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['1926', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['1927', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['1928', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['1929', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '천주교']
=> ['30', '안준용', '여성', '155.5', '53.3', 'B형', '1960-03-17', '5836-7474', 'zuabo7c7', 'gmail.com', '천주교']: 1.6822

['1930', '이**', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1957******', '*********', '*************', 'yahoo.com', '무교']
=> ['1930', '이택석', '남성', '169.5', '67.4', 'O형', '1957-09-15', '9908-5812', 'rg50nqr597', 'yahoo.com', '무교']: 4.0091
=> ['3099', '이용택', '남성', '169.7', '62.8', 'O형', '1953-04-27', '6966-6506', 'iqmbrq3jra', 'yahoo.com', '무교']: 3.9094

['1931', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['1932', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['1933', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '천주교']
=> ['61', '김석지', '남성', '167.5', '69.9', 'B형', '1968-11-13', '4637-4299', 'ko9ngcku5a5gv', 'naver.com', '천주교']: 1.6804

['1934', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '천주교']
=> ['30', '안준용', '여성', '155.5', '53.3', 'B형', '1960-03-17', '5836-7474', 'zuabo7c7', 'gmail.com', '천주교']: 1.6822

['1935', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['1936', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['1937', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['1938', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['1939', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['1940', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['1941', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['1942', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['1943', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['1944', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['1945', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['1946', '김**', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1967******', '*********', '*************', 'naver.com', '천주교']
=> ['1946', '김준희', '남성', '178.2', '66.8', 'B형', '1967-04-23', '1295-4313', 'b70un2foanh', 'naver.com', '천주교']: 4.4104
=> ['235', '김영택', '남성', '174.9', '58.2', 'B형', '1951-02-10', '8478-5620', 'q8am89f', 'naver.com', '천주교']: 4.1283
=> ['61', '김석지', '남성', '167.5', '69.9', 'B형', '1968-11-13', '4637-4299', 'ko9ngcku5a5gv', 'naver.com', '천주교']: 4.2242
=> ['5637', '김우영', '남성', '173.7', '69.0', 'B형', '1946-12-10', '5200-5188', 'srq9rh0dkrdo', 'naver.com', '천주교']: 4.2113
