No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,IP,MAC
10979,이석택,여성,156.1,67.1,O형,19921123,010-8745-0315,tgb4qf7b12xq,yahoo.com,무교,74.144.14.51,fa:49:7b:10:4a:64
11006,정택우,여성,149.0,62.1,A형,19690308,010-8001-4176,r8vfp3,naver.com,기독교,12.251.161.203,ef:95:7b:b4:7b:e5
11012,최성준,여성,159.8,56.9,A형,19920821,010-0300-6349,qvdyrrsb,naver.com,무교,199.19.30.218,68:83:6b:05:12:96
11028,정성영,여성,151.9,54.6,O형,19601127,010-2454-8917,wqjs998ej,yahoo.com,불교,140.71.29.24,43:d7:74:6d:51:2e
11032,문택은,남성,165.3,67.5,A형,19510306,010-2537-3944,lkhrt6plj24z,yahoo.com,무교,152.79.44.152,6c:14:09:20:36:f7
11045,임성택,남성,170.0,68.5,O형,19630218,010-3223-8239,urr7bll35d,naver.com,기독교,240.225.171.57,6b:a4:9d:83:7e:4c
11049,윤훈덕,여성,162.0,55.9,A형,19541031,010-6728-4226,zd9r7s,gmail.com,무교,253.167.171.13,58:9d:65:2f:4c:22
11059,이상준,여성,154.1,61.2,O형,19740910,010-4537-8653,b8hzeny,daum.net,기독교,65.55.215.113,e5:a0:99:c7:98:5b
11065,이남희,여성,159.5,57.5,A형,19580408,010-8010-1677,qgxwd5x,daum.net,불교,100.138.241.46,3c:4d:cc:cb:98:6a
11073,이현준,남성,172.2,65.6,O형,19501203,010-4425-3722,d80xvp22pes,naver.com,무교,51.221.44.234,e1:a0:74:29:66:c5
11074,장훈성,여성,155.6,52.1,B형,19490412,010-5847-3567,yvl9om83pwj7,gmail.com,불교,177.64.45.211,5a:d9:ad:95:da:c3
11075,김정희,남성,176.0,61.1,AB형,19670919,010-8550-9658,obh3dsoqm5av,naver.com,불교,110.49.104.165,2c:a7:2a:2e:f8:f5
11082,하서지,여성,158.6,59.7,AB형,19850129,010-0829-1666,i4ldj1z,gmail.com,무교,106.38.75.235,98:76:14:cc:3b:96
11090,오지정,남성,174.3,70.9,O형,19950103,010-7288-0538,m9l6hdi,yahoo.com,무교,43.195.218.118,40:a8:09:75:57:82
11094,류현서,여성,151.8,60.7,O형,19770715,010-8515-6565,tirsbad,yahoo.com,무교,165.172.108.19,c8:6f:7a:5f:b5:be
11095,이서준,여성,147.6,56.3,A형,19671218,010-3947-4413,lw9uh0,daum.net,무교,172.245.86.30,22:89:9f:70:8b:f4
11098,윤택은,여성,164.6,62.9,B형,19650522,010-1217-0894,gibtem,yahoo.com,불교,226.226.210.93,a5:d9:9a:86:72:cf
11099,문성협,여성,158.2,51.3,A형,19481227,010-7413-6847,hqi1cx46bqb2d,naver.com,불교,157.236.225.42,9e:d5:11:ec:c3:de
11130,백정영,남성,166.8,68.9,A형,19681026,010-6289-3836,ikjjt9f,yahoo.com,무교,166.65.177.34,48:29:a3:79:5b:3c
11141,정종지,여성,146.9,55.6,AB형,19710513,010-7920-1411,oe4qj2iv,daum.net,기독교,87.243.196.41,2a:15:2e:47:04:c7
11143,위남종,남성,176.7,64.1,A형,19761109,010-5834-0393,n5lcbog1,naver.com,불교,19.243.227.149,91:dc:3a:03:e5:a7
11155,이영성,남성,168.0,65.7,B형,19790715,010-6688-2249,ukyx26r8kp,gmail.com,불교,74.41.137.159,61:4e:e1:9e:07:36
11162,강훈종,여성,161.6,55.9,A형,19881114,010-9897-2239,h5sfnyp,daum.net,기독교,136.221.240.237,50:da:38:08:98:ae
11172,엄지훈,남성,174.0,63.8,A형,19770602,010-4818-7500,j98f6cuza3m4,daum.net,기독교,116.255.89.140,33:1e:2e:5e:03:65
11173,박지종,남성,168.5,60.5,A형,19641230,010-7143-0195,x62daq9d,yahoo.com,불교,42.53.22.135,7a:fb:61:e0:1b:13
11193,류택훈,남성,176.4,63.6,B형,19480721,010-6536-8131,u940qt,daum.net,불교,181.54.56.134,89:20:81:c1:de:3a
11196,손지종,남성,165.8,64.2,A형,19690506,010-8716-2622,ycdf58r,naver.com,불교,174.8.3.124,fc:4d:df:1c:80:b9
11207,이협현,남성,173.4,68.4,O형,19501108,010-3495-6759,jq4jgu,naver.com,기독교,140.180.215.152,6f:8b:b8:84:7f:b9
11220,김희종,여성,154.1,57.4,O형,19900917,010-3507-6080,nmkj7xh8r,daum.net,불교,160.148.240.102,c7:d4:75:c9:d6:b2
11257,고정훈,여성,160.3,60.6,O형,19490622,010-1515-6667,l596zi23vq,gmail.com,무교,78.204.59.64,88:25:3e:77:17:76
11258,김준지,남성,161.9,57.2,A형,19670425,010-4587-0105,geujlgta,naver.com,기독교,42.93.70.121,ba:7b:80:3a:f4:86
11263,김택훈,남성,167.3,67.1,B형,19780909,010-4233-5734,whx9mh1t4,yahoo.com,불교,245.172.175.21,6e:be:74:c2:d0:4b
11272,오진종,여성,165.6,51.1,O형,19860706,010-8039-9636,uzcn2p,gmail.com,기독교,252.31.109.8,9b:f9:e9:3c:06:a9
11287,이지상,여성,163.1,55.2,O형,19691014,010-7503-9971,wef4bpzltmhb,yahoo.com,불교,182.52.194.128,f6:a9:33:be:85:45
11293,설우지,여성,152.4,60.9,O형,19920808,010-6193-3703,qq5xftwt,daum.net,기독교,108.70.15.57,4a:00:93:c5:cf:f0
11295,장택훈,남성,170.6,65.2,A형,19680628,010-1464-7582,jn0s7r,gmail.com,무교,159.34.77.200,3d:af:48:09:ef:79
11334,송훈영,남성,170.9,62.6,A형,19470331,010-7968-2063,g1lp1ww547,naver.com,불교,35.107.113.36,1a:a4:bb:0b:2c:14
11337,양석현,남성,165.8,72.6,A형,19780213,010-0406-0028,z6fui90,gmail.com,불교,215.162.224.64,c1:f1:19:39:0d:09
11338,이현지,남성,161.5,63.6,B형,19700901,010-1670-8370,r7m5a6ea,naver.com,무교,198.154.222.250,68:43:1d:b7:be:5a
11345,이희석,남성,167.2,62.1,A형,19901005,010-2528-3485,rwn3i4mbhn,naver.com,천주교,13.215.157.93,f2:22:ea:a9:f9:f1
11353,황현훈,여성,160.4,51.2,AB형,19500208,010-9471-0591,ldcvfxiftat2b,gmail.com,기독교,177.175.114.155,c8:12:a0:4b:98:da
11354,이훈덕,남성,164.0,62.7,A형,19591104,010-2408-1999,bzo18649,daum.net,무교,199.141.46.86,93:24:f1:a6:20:74
11367,김용서,남성,171.7,65.9,B형,19910706,010-3075-8285,iwzw6h2t2w95q,gmail.com,무교,92.9.56.80,10:52:1f:6f:87:80
11368,홍은용,남성,165.6,62.9,B형,19801115,010-7991-9541,wss6f9vn4t1r,naver.com,무교,187.116.107.121,3d:1b:4f:47:40:5a
11380,김훈준,여성,162.2,61.1,B형,19780402,010-7736-9655,e1frhaz,yahoo.com,불교,14.229.224.233,08:a1:e6:a8:b4:85
11384,장훈종,남성,164.6,62.3,A형,19720429,010-6027-9984,zxdvz36ewoq,gmail.com,무교,2.147.88.180,79:9c:6c:2d:be:2a
11389,우준희,남성,160.0,62.1,AB형,19551010,010-8303-5053,gtu70tf2,yahoo.com,불교,124.253.157.229,74:8f:51:3c:29:10
11397,이상남,남성,170.3,68.9,O형,19610115,010-1801-5383,jmbbt85,daum.net,무교,205.10.3.101,57:58:ea:62:11:f4
11400,이석덕,여성,159.2,57.2,B형,19821011,010-9881-1241,z9fak22m8pp,yahoo.com,기독교,144.181.57.255,cb:09:9e:13:bb:58
11403,정영은,남성,165.2,70.0,A형,19630508,010-8964-3090,c87sxv,daum.net,천주교,141.253.198.64,41:d1:5e:d8:37:c5
11407,임훈정,남성,177.7,67.6,A형,19720306,010-8866-1600,zp044pm1,daum.net,불교,248.55.138.90,91:f1:e5:55:3a:92
11411,설영지,여성,157.9,55.2,B형,19810325,010-2998-7925,eqiz58k8r,gmail.com,기독교,97.52.128.42,9d:c8:54:0d:b9:a9
11416,김정현,여성,160.0,51.2,A형,19850604,010-8529-1945,uzv201zu76,yahoo.com,기독교,179.122.153.44,6e:89:5f:cf:ad:ef
11421,김희정,남성,168.9,61.0,A형,19800502,010-2668-1315,o3uuof4cryk1,gmail.com,기독교,177.67.190.116,1b:2f:ca:32:d3:c7
11427,염덕정,여성,159.8,51.0,AB형,19590314,010-4487-9995,e3s1ftvf0y,daum.net,기독교,229.202.15.89,c3:5b:5d:ae:49:58
11456,윤덕정,여성,153.0,53.2,O형,19800623,010-0138-8006,weh33il,gmail.com,기독교,5.82.213.210,b9:33:fe:f7:eb:f7
11471,김덕종,여성,150.9,56.9,O형,19930925,010-8563-4935,sbq4p9d2d,gmail.com,무교,68.171.77.203,3b:48:b6:e9:c6:59
11475,박훈지,여성,160.4,53.4,A형,19760618,010-2517-2445,jlnz60nmcmco9,naver.com,무교,70.79.162.230,68:49:0c:a4:d6:c3
11476,최상영,남성,169.6,76.3,O형,19880721,010-6337-6656,qvch9ws1x6,daum.net,무교,88.200.71.44,84:fc:77:de:19:a6
11490,이정택,여성,155.2,58.0,O형,19460216,010-1605-8205,a5avqdlzkdxkj,naver.com,불교,28.15.57.68,04:ad:6c:c0:df:a9
11495,이현남,여성,166.5,54.5,O형,19841130,010-0978-0796,c0rmpk5vj,yahoo.com,무교,227.242.103.158,d4:73:3c:a9:68:c0
11514,황종서,여성,158.2,52.6,A형,19631128,010-1701-7229,c6q5eh,gmail.com,불교,58.74.205.246,3f:6e:64:72:80:ca
11545,이영성,여성,163.2,57.5,B형,19910122,010-9996-4759,fmz680uc8c47,yahoo.com,천주교,96.170.77.138,71:38:15:5b:54:e2
11547,김훈협,남성,170.8,69.6,A형,19820103,010-9290-9958,uhzkyxn,naver.com,무교,61.152.116.120,9a:87:85:7e:16:54
11579,이석은,남성,165.0,63.2,A형,19740917,010-8176-8942,tc8w9x3wgi3y0,yahoo.com,불교,180.206.94.11,7f:2e:2b:c0:c8:ce
11620,이희준,남성,170.0,69.9,B형,19950409,010-9760-3842,h2mmay9,naver.com,불교,66.228.171.127,a0:94:f7:ae:4d:11
11621,김은석,여성,157.3,58.0,B형,19490415,010-7937-0322,i0r6pr3s,daum.net,무교,124.84.141.205,9f:6e:77:68:74:6e
11625,김택지,여성,162.9,52.7,A형,19590714,010-7990-3468,sb1d63o,yahoo.com,기독교,27.213.201.240,05:60:8d:db:c9:14
11630,이영현,여성,158.4,59.5,A형,19530707,010-7232-2834,undvh75n,gmail.com,무교,194.231.35.66,99:ce:95:12:21:9f
11637,임훈준,여성,146.8,55.2,O형,19860325,010-5062-8508,xnheik1,daum.net,무교,236.59.106.121,68:4d:0b:cf:e8:e7
11647,이희우,여성,157.4,50.4,O형,19830603,010-2700-1813,z5kb0mgt,naver.com,무교,84.94.125.171,d9:24:78:80:f8:a4
11672,송성상,여성,152.9,56.3,A형,19930612,010-2104-6897,vn9tpfzul31l,daum.net,무교,175.44.83.111,1a:7e:eb:e2:c9:75
11674,곽종훈,남성,168.6,68.1,A형,19710604,010-8299-2667,dfhvivw8a,daum.net,불교,182.22.146.198,19:97:ba:38:c2:d0
11675,윤덕협,남성,168.8,66.7,B형,19680418,010-3263-3155,rnpoziy1zl1j,naver.com,천주교,218.59.186.86,33:75:92:97:40:78
11685,이영성,여성,151.8,51.7,A형,19700729,010-9412-1618,tx510axh8iqx,daum.net,무교,176.152.83.25,c3:3e:f8:0c:1a:dd
11694,이현덕,남성,173.9,68.3,AB형,19730429,010-0962-9921,xl0r40tt,naver.com,무교,87.55.35.218,45:4f:d2:e9:fe:0b
11698,김종정,여성,155.1,49.9,O형,19510409,010-9426-1639,dqajta5ef,naver.com,무교,242.95.156.196,52:7b:0b:8a:d7:b1
11703,송용우,남성,166.8,64.1,A형,19510228,010-0045-9946,yyvoos,yahoo.com,무교,244.255.242.6,9b:89:c1:1d:02:ec
11713,박성지,여성,160.8,58.0,A형,19490614,010-9226-3557,pgebyr9fi8,daum.net,불교,212.179.21.230,3e:f0:e4:bf:5c:b6
11715,임준훈,남성,164.9,76.3,A형,19470824,010-7340-8886,zd8qo41zcezdq,yahoo.com,무교,206.99.203.139,2e:9e:42:70:cd:2f
11756,안훈남,남성,166.5,66.1,A형,19651220,010-2913-6991,gariri0f,naver.com,불교,147.64.43.133,b0:28:5a:a6:b3:c2
11770,조현지,남성,175.0,71.0,O형,19470105,010-1306-5877,xytucbkhtrxo4,naver.com,불교,193.90.47.170,bb:b4:fc:48:02:0c
11783,이지덕,남성,165.5,66.9,O형,19910422,010-4186-1974,t656dp0x,naver.com,무교,189.86.79.218,d5:e6:35:6f:7f:8e
11800,신준지,여성,153.9,55.5,A형,19760517,010-9839-1800,hhe0cff38p2,naver.com,무교,98.173.238.173,06:44:9e:48:ef:60
11822,노훈상,남성,168.2,68.2,AB형,19480210,010-3759-9169,lw2j6mjwp9,naver.com,불교,21.113.232.149,e4:2d:3c:e7:16:5b
11848,안협영,여성,148.8,49.1,O형,19580323,010-5857-8694,aoeqjg,gmail.com,무교,209.144.173.16,86:49:dc:c1:6f:65
11866,김덕상,남성,174.8,63.4,A형,19710906,010-6057-5697,f8f1hb9ci,gmail.com,불교,197.81.146.40,aa:53:d5:5a:f5:de
11868,채정서,남성,165.8,69.9,AB형,19910506,010-1202-7160,c28xi78c9,naver.com,무교,116.184.163.46,5a:88:8b:b2:45:33
11872,윤훈석,남성,161.3,70.8,B형,19740719,010-5845-9469,hew4ps3pg7,naver.com,기독교,37.65.253.140,d8:58:e8:e0:b5:5f
11892,이준남,남성,165.6,63.9,B형,19540311,010-2867-3304,cbsz9ayl,daum.net,기독교,128.227.131.46,17:b4:82:d1:25:7d
11906,정은현,여성,163.1,57.5,O형,19891201,010-3383-0642,jasgpgq,daum.net,불교,211.197.105.171,6d:62:f7:58:e8:b1
11909,임덕희,여성,154.8,51.0,O형,19880915,010-9177-9566,h6gy0vfxy,daum.net,무교,49.141.193.8,2b:2e:8d:fd:5d:97
11919,성서성,남성,170.8,64.9,B형,19581211,010-5706-8427,c49oy4mlekj,daum.net,기독교,251.87.175.38,ca:07:25:58:94:48
11921,최훈상,여성,156.1,56.9,AB형,19490402,010-6389-6479,ve0zjlqwe5,daum.net,무교,93.174.2.28,4d:76:69:10:78:af
11933,엄상우,여성,165.2,55.1,B형,19770708,010-3059-3305,sxrzng7rbm0ya,yahoo.com,무교,249.25.18.37,e4:c2:a4:da:40:af
11952,이남희,남성,171.3,67.7,B형,19700913,010-1755-1191,bxuu47iv3sma,naver.com,불교,111.66.72.172,da:cc:5b:01:d3:91
11955,김희은,여성,154.9,54.2,A형,19560722,010-3159-8687,bga5h9fol,yahoo.com,무교,159.162.33.51,81:e4:ce:ff:20:09
11958,이용훈,여성,157.3,54.5,B형,19620921,010-3984-6092,tpzs2b,yahoo.com,불교,99.82.145.140,36:e2:20:f0:67:4b
11970,박영정,남성,157.1,66.7,B형,19920124,010-6667-9857,q42wdkee,yahoo.com,무교,111.65.198.227,7b:a2:ed:c4:54:6e
11976,임준서,여성,162.3,50.2,A형,19600601,010-4212-6182,xbqwfv6emspt,daum.net,무교,116.250.85.25,3f:62:91:4f:fc:d1
11977,남성진,여성,150.7,53.9,AB형,19790104,010-5211-7659,ae4s0u7,daum.net,불교,21.22.224.147,d8:f9:5d:b6:60:7b
11981,이정희,여성,150.9,56.8,A형,19871118,010-1800-9364,hzk5hxdemptr,yahoo.com,불교,28.132.96.72,7f:8b:ea:3b:be:ac
11990,강현희,남성,176.4,66.9,AB형,19471103,010-3620-0197,dkzzs95urk,yahoo.com,무교,179.131.73.234,47:6c:e7:65:b1:55
12027,이준우,여성,159.4,54.5,O형,19750814,010-5796-9946,l6wu4ntom69,daum.net,불교,7.177.35.136,e4:00:3c:62:66:a0
12031,오석협,남성,166.6,72.1,B형,19780708,010-5633-2442,uic639,yahoo.com,기독교,58.57.78.198,12:9c:1a:62:f2:ae
12038,조현성,남성,167.3,69.4,AB형,19770706,010-6988-7384,csc6cw,yahoo.com,무교,104.201.204.14,59:e1:f4:69:66:ae
12042,이덕종,여성,158.5,51.9,O형,19620622,010-6745-6644,sfwoaemeyq,gmail.com,무교,152.182.78.227,24:50:9d:81:a3:e0
12059,김협우,여성,151.0,59.1,A형,19891122,010-9819-6426,ozha0t7,gmail.com,무교,67.109.57.8,c5:d0:7f:5c:64:4a
12072,장준덕,남성,167.7,67.6,O형,19610523,010-3193-9813,mjfefoj,gmail.com,무교,98.201.109.62,f6:5f:51:6f:ae:dd
12073,김성현,남성,168.5,63.3,O형,19741012,010-9348-1581,io6v1tbh4,daum.net,무교,238.154.70.118,4c:cb:74:5c:18:45
12090,박훈정,남성,160.5,63.9,O형,19680205,010-8303-3628,dsnh5tsr64,daum.net,무교,193.154.54.115,36:2d:ed:7f:e5:b7
12105,이석남,여성,152.1,49.5,O형,19700113,010-0583-5270,kb8343g3,naver.com,기독교,42.212.184.164,58:60:b9:69:1c:26
12109,김지남,여성,157.1,47.6,B형,19930110,010-2728-7048,dykf8y2d53t,yahoo.com,천주교,165.75.50.154,69:f3:43:aa:bd:1b
12124,설희정,남성,168.7,61.3,O형,19900330,010-8082-3280,priyl0vcmo,naver.com,기독교,100.54.179.197,a6:a1:15:3d:89:8b
12129,오성희,여성,157.5,56.3,A형,19650328,010-0995-1010,wf436v,yahoo.com,불교,135.203.69.151,be:b5:e0:3e:4f:d1
12132,오정덕,남성,176.1,63.7,O형,19560912,010-4727-6227,v6igo1h9puzld,gmail.com,무교,189.223.6.7,2a:59:dc:b9:f5:6c
12135,박은현,여성,160.8,53.9,A형,19630417,010-5775-2325,kd9x9uzmxt4ft,daum.net,천주교,167.141.203.159,d6:54:9c:74:fc:38
12136,이준상,남성,172.3,62.6,B형,19730710,010-3869-5563,mk1fksqav,daum.net,무교,225.51.253.191,4c:71:6d:50:30:9f
12162,박현지,여성,154.2,62.7,O형,19760830,010-6384-2105,qcb50xl,naver.com,무교,187.138.109.149,fd:b8:30:cc:6d:0e
12182,이정희,여성,152.4,52.2,B형,19500625,010-8109-6356,moznl8k,gmail.com,불교,22.149.138.132,e9:a0:60:1d:78:7a
12209,김서준,여성,152.1,62.9,A형,19960611,010-0285-3682,fw8vh5vfvqfa9,naver.com,무교,116.189.12.4,cc:66:54:34:85:f5
12213,구훈현,남성,167.0,65.9,A형,19850415,010-1527-9025,g9gdlwk,naver.com,기독교,182.199.43.143,fd:a9:3a:44:ce:3c
12227,강지남,여성,147.1,51.5,O형,19640621,010-0010-9651,l4ab5e,naver.com,무교,145.238.75.162,22:d4:9a:73:d1:bc
12236,김석성,남성,176.3,67.1,B형,19761008,010-3423-1135,wq9lch,gmail.com,기독교,222.157.157.83,91:be:93:4b:a1:ee
12276,박석훈,여성,153.4,52.8,A형,19861114,010-3801-1705,zl0cpwm010d7,gmail.com,천주교,229.58.242.249,3c:87:f2:c3:bf:f2
12277,김덕서,남성,167.4,70.1,O형,19850606,010-6720-7405,e3t9ysl772,naver.com,불교,25.143.231.185,c3:26:37:4d:94:cf
12287,최택훈,여성,155.8,58.3,B형,19610326,010-9944-5906,b1hwmti,naver.com,무교,133.139.61.82,79:0e:0b:4f:13:68
12295,김석훈,남성,168.7,71.1,AB형,19550507,010-3374-7734,vbdih5g9,naver.com,천주교,84.142.184.152,d8:e2:ba:0a:a4:da
12307,김우훈,남성,175.3,73.3,A형,19760401,010-7816-1781,ge3we64nkoz,daum.net,무교,25.202.78.160,53:6e:9f:37:e5:c7
12316,김상종,남성,172.1,76.2,A형,19760427,010-7779-9257,de85na1xputx,yahoo.com,불교,171.11.214.111,a1:e6:24:ef:c6:be
12318,박상종,여성,162.5,52.1,A형,19950325,010-2315-7137,w1tc9lu,naver.com,무교,50.65.40.53,98:7a:e5:a5:82:88
12331,신협지,남성,170.0,68.1,A형,19480422,010-2981-9367,ndqyxl4fhc,naver.com,무교,2.11.129.212,1a:c3:63:95:79:ed
12339,최준남,여성,147.9,48.5,B형,19651120,010-2181-6054,jk6grwepx,gmail.com,무교,168.177.110.75,09:9d:77:62:2f:3f
12363,장지우,여성,160.5,55.5,A형,19921017,010-8626-2094,nqr4phl,daum.net,무교,28.46.38.130,14:97:9d:fd:58:a6
12373,김훈상,남성,174.4,61.1,A형,19840617,010-9963-2933,loqpoum,naver.com,무교,181.165.229.82,c8:f6:8f:60:54:8c
12380,권영정,여성,150.2,53.8,B형,19490712,010-0544-7234,f4wous,naver.com,기독교,115.15.115.86,66:5b:62:cc:81:f7
12389,유지현,남성,178.0,68.1,A형,19750331,010-3228-2892,e0s1ufe,gmail.com,기독교,28.10.35.114,e8:1a:9f:34:7d:db
12396,장훈영,남성,164.0,61.0,B형,19850505,010-6520-3624,iqhytzg3,yahoo.com,무교,154.77.231.92,72:c0:34:ec:92:bf
12397,박종택,여성,162.5,49.9,AB형,19850208,010-1134-2219,thtm2250a,naver.com,무교,236.218.105.180,12:42:3b:5a:cd:53
12398,송종남,남성,182.0,62.9,B형,19620112,010-8398-6758,a63mnzjo,naver.com,불교,173.179.22.59,4d:61:bd:7b:a6:31
12437,유진정,남성,176.9,65.1,O형,19960826,010-6131-0773,rlcmogjf,yahoo.com,기독교,135.18.36.118,fc:53:55:7a:bb:5c
12457,박택석,여성,151.0,53.7,A형,19680824,010-1731-0981,t51mf9ejk,gmail.com,불교,197.108.143.18,02:a0:7b:c4:18:0f
12459,박준남,남성,168.5,61.4,AB형,19640429,010-1909-7445,io6ouzx81,gmail.com,불교,64.156.28.175,5b:0f:3f:db:ea:bd
12461,이지협,남성,178.6,65.4,O형,19610324,010-2147-1437,dys29nzirxjw,naver.com,기독교,68.41.54.182,65:ab:e3:e0:90:af
12465,전훈은,남성,163.6,71.9,AB형,19520828,010-7006-3139,ykwlj88xf,gmail.com,무교,84.255.86.35,78:75:7b:3d:50:72
12476,이상지,여성,156.8,47.0,A형,19641101,010-8558-1056,aip36n9,naver.com,무교,201.231.179.147,ca:66:5e:68:e0:04
12489,김덕지,남성,171.7,62.6,B형,19941110,010-7763-7474,jsiaak,gmail.com,무교,152.171.197.159,9d:2e:df:da:d0:f5
12509,장훈성,남성,174.2,76.5,A형,19701124,010-6477-9560,ycanf3u94u,gmail.com,불교,75.130.59.237,29:e6:23:12:e1:81
12516,조상지,여성,160.7,46.4,B형,19640407,010-8588-7238,ndm3xyfbte,daum.net,불교,176.175.104.23,2f:5f:91:1b:94:f1
12519,정성지,남성,177.9,72.1,A형,19920817,010-0964-6211,m6qkben0bg,daum.net,기독교,64.161.184.117,dd:7c:e4:4c:e2:cc
12524,송준서,여성,148.3,55.9,A형,19761016,010-5481-3065,h57yaxiv5irb,naver.com,천주교,12.180.34.87,33:a9:d3:e5:cd:e3
12539,고준영,여성,158.6,63.5,AB형,19850509,010-5742-4599,i0za61ofveh,gmail.com,무교,16.151.172.96,dd:81:4f:d7:8b:a8
12549,채석훈,남성,178.1,74.2,A형,19770930,010-2554-9917,qcast8ww,yahoo.com,불교,31.170.63.40,ec:f8:21:34:8a:8b
12570,최진종,여성,160.5,55.5,A형,19940411,010-9816-0504,k9edrrj8f0bb,yahoo.com,무교,16.187.127.253,c4:40:b2:39:7b:ec
12573,서석우,남성,168.2,65.9,AB형,19850205,010-2605-0909,r39o9lkaudq,daum.net,무교,232.119.18.76,24:e7:83:4d:be:36
12580,인지석,남성,174.0,56.9,B형,19720607,010-0709-9449,i58piv,gmail.com,무교,98.102.145.98,f8:c5:e0:9c:5d:9c
12586,임상협,남성,174.3,70.5,O형,19660212,010-0934-2093,jrj9eoa8,daum.net,기독교,1.11.89.222,2b:fc:ff:28:1c:40
12589,이남정,여성,158.0,60.7,A형,19941219,010-1287-0894,gyzkvat05ak,naver.com,무교,249.25.124.205,d4:da:36:ff:00:86
12592,김정덕,남성,164.8,60.5,B형,19540106,010-3669-1038,qyyf0jq0sif0,naver.com,무교,34.40.83.76,a1:e4:ba:83:46:30
12593,이은현,남성,173.1,69.3,A형,19600730,010-8356-7374,iwwy4j9,yahoo.com,무교,190.99.192.213,81:37:63:40:56:8d
12600,김성은,남성,152.0,67.4,B형,19510117,010-3673-2780,t9odpoz,daum.net,무교,58.80.244.53,53:3b:92:67:89:0e
12605,정준지,여성,158.3,53.7,O형,19790219,010-3729-4792,wr8zzdjov,naver.com,기독교,141.47.240.223,ce:b7:4f:b6:95:d5
12613,송희훈,여성,155.4,55.7,B형,19500211,010-5408-3026,h3xt1spauzjqu,daum.net,기독교,65.254.151.130,ee:6d:a0:35:6e:5b
12629,고훈준,여성,156.3,49.2,A형,19751218,010-8195-5039,zqxjc7,naver.com,천주교,189.114.67.231,7e:41:14:03:ca:13
12630,방종석,남성,164.3,70.6,A형,19580228,010-9638-6041,elfkbn,yahoo.com,불교,207.5.20.58,01:a5:26:39:a1:ef
12637,윤덕영,남성,177.9,61.7,B형,19531020,010-5330-7710,tswpss6ryts,yahoo.com,무교,5.255.118.189,fe:62:ef:8b:de:7f
12648,이협지,여성,160.9,53.4,O형,19580318,010-1282-6994,jr43qg,naver.com,기독교,27.47.217.29,7c:fe:25:7a:55:b7
12668,김우희,여성,148.8,41.2,A형,19911016,010-2425-9331,lqdh6480,gmail.com,기독교,177.250.170.83,5d:d8:56:23:3c:1e
12678,류희진,여성,147.4,61.3,AB형,19751031,010-2612-7925,i51bmtc3u,yahoo.com,불교,235.209.27.96,7e:2a:33:cd:da:80
12686,이종남,여성,157.5,53.5,O형,19590308,010-4008-1281,gi00slx6kdz,daum.net,천주교,45.24.112.30,39:17:6d:ca:86:ec
12697,최상진,여성,148.0,51.0,A형,19800216,010-1071-6050,djmwih3r61r,gmail.com,무교,55.169.239.248,18:ac:e5:58:5e:3b
12701,조훈택,남성,173.1,74.3,A형,19870728,010-9424-1882,er0xzdzy,daum.net,불교,71.183.242.163,8d:2e:ee:34:7b:43
12720,조훈준,여성,156.5,57.7,A형,19620721,010-7020-0089,jte761ii5,gmail.com,무교,27.120.202.241,83:85:24:ae:6d:8a
12722,조지우,남성,163.2,66.8,O형,19610715,010-3331-0179,dl9ri4o,naver.com,불교,221.176.96.174,25:82:8c:17:1e:f6
12727,안용영,여성,156.9,48.7,O형,19690220,010-7873-6294,n2kh64,daum.net,불교,146.188.148.225,15:c2:42:0b:c3:57
12742,김종상,여성,166.7,54.9,O형,19950425,010-5448-0855,bjhd2izoao,naver.com,무교,182.183.5.182,11:5e:ea:19:53:38
12749,손훈정,남성,168.4,66.8,A형,19700810,010-0288-1509,s1g941sg0m0,daum.net,무교,143.132.125.215,cf:55:07:46:25:1a
12761,이용지,남성,164.2,59.6,AB형,19740727,010-2150-8955,bs2plp6,naver.com,무교,13.226.136.26,b0:71:db:4a:53:c8
12764,이지상,남성,168.7,63.6,B형,19620105,010-2603-7584,ribpazlop3yi,gmail.com,무교,113.3.115.210,ad:13:46:ab:50:92
12766,김택지,여성,161.4,55.4,A형,19700301,010-7094-1772,kc1quspk,gmail.com,불교,134.122.166.117,68:7c:79:58:29:98
12774,이성준,남성,171.8,63.1,A형,19901013,010-6782-5033,oxxpau,yahoo.com,불교,12.246.200.118,4e:e8:20:b2:f4:b8
12777,김진남,남성,172.5,68.7,AB형,19621009,010-6763-3889,i2116zowtr9,naver.com,기독교,169.199.242.31,81:a6:ff:f7:ba:65
12784,박상은,남성,165.5,65.9,A형,19521119,010-2172-1743,n12acc0b,daum.net,기독교,100.161.49.17,0c:56:28:e6:6d:3e
12788,김성은,여성,156.9,56.3,O형,19620917,010-5610-5222,w4lfuj25ywmhq,gmail.com,무교,7.46.80.142,2c:a0:a8:08:c5:6c
