['6890', '이**', '여성', '[150.0, 160.0[', '[40.3, 50.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '무교', '그리스도대학교', '법학', '3.27']
=> ['77669', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1960****', '*************', '*************', 'naver.com', '무교', '새마을금고', '8-10555647980-5', '7']: 9.875
=> ['32591', '강**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1978****', '*************', '*************', 'daum.net', '불교', '외환은행', '213-626384-807', '1']: 9.875

['60670', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'gmail.com', '불교', '감리교신학대학교', '공학', '1.13']
=> ['83043', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1961****', '*************', '*************', 'gmail.com', '불교', '하나은행', '430-689155-10594', '1']: 9.875

['74771', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'gmail.com', '무교', '경희대학교', '인문', '4.06']
=> ['78794', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1969****', '*************', '*************', 'yahoo.com', '천주교', '국민은행', '450327-07-905472', '9']: 9.875
=> ['32591', '강**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1978****', '*************', '*************', 'daum.net', '불교', '외환은행', '213-626384-807', '1']: 9.875
=> ['27308', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1948****', '*************', '*************', 'gmail.com', '무교', '신한은행', '952-212-761005', '7']: 9.875
=> ['31394', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '994-7768-026-96', '7']: 9.875
=> ['19578', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '스탠다드(제일)', '799-60-504483', '2']: 9.875
=> ['84625', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1957****', '*************', '*************', 'naver.com', '무교', '우리은행', '7773-867-974457', '6']: 9.875
=> ['83337', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1958****', '*************', '*************', 'gmail.com', '기독교', '기업은행', '951-634059-40-582', '1']: 9.875

['80445', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'daum.net', '무교', '성신여자대학교', '자연', '3.69']
=> ['95093', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'daum.net', '무교', 'NH농협', '137-4278-500-05', '6']: 10.0

['88077', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'naver.com', '불교', '경기대학교', '교육', '1.71']
=> ['46672', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1964****', '*************', '*************', 'naver.com', '불교', '국민은행', '319273-38-488547', '4']: 9.875

['94394', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1968****', '*************', '*************', 'naver.com', '무교', '서울시립대학교', '법학', '1.05']
=> ['1127', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1968****', '*************', '*************', 'naver.com', '무교', '스탠다드(제일)', '929-44-626660', '7']: 10.0

['95093', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'daum.net', '무교', '추계예술대학교', '인문', '3.16']
=> ['95093', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'daum.net', '무교', 'NH농협', '137-4278-500-05', '6']: 10.0

['98805', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'daum.net', '기독교', '서울여자대학교', '법학', '1.27']
=> ['98805', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'daum.net', '기독교', '외환은행', '188-992468-823', '7']: 10.0

['10413', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'daum.net', '무교', 'KAIST', '사회', '3.26']
=> ['10413', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'daum.net', '무교', '우리은행', '2361-080-694681', '5']: 10.0

['17704', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'gmail.com', '불교', '그리스도대학교', '공학', '0.05']
=> ['17544', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1961****', '*************', '*************', 'gmail.com', '불교', '국민은행', '071062-06-161356', '7']: 9.875

['40831', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1968****', '*************', '*************', 'yahoo.com', '기독교', '서울여자대학교', '사회', '1.25']
=> ['16107', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1964****', '*************', '*************', 'yahoo.com', '기독교', '외환은행', '156-167334-051', '6']: 9.5417

['61056', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'naver.com', '기독교', '성공회대학교', '의학', '2.56']
=> ['24564', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1966****', '*************', '*************', 'naver.com', '기독교', 'NH농협', '859-1004-557-00', '5']: 9.5417
=> ['89821', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1988****', '*************', '*************', 'yahoo.com', '무교', '국민은행', '177605-77-614482', '1']: 9.5417

['65362', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'yahoo.com', '무교', '동국대학교', '자연', '2.58']
=> ['96162', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'yahoo.com', '무교', '국민은행', '656727-78-534833', '5']: 10.0

['74897', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1968****', '*************', '*************', 'naver.com', '기독교', '이화여자대학', '의학', '3.77']
=> ['97423', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1980****', '*************', '*************', 'naver.com', '기독교', 'NH농협', '411-6189-008-44', '2']: 9.75

['722', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'yahoo.com', '불교', '한영신학대학교', '사회', '2.4']
=> ['38927', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1965****', '*************', '*************', 'yahoo.com', '불교', '새마을금고', '9-31478021292-4', '3']: 9.875

['29239', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'daum.net', '무교', '경기대학교', '인문', '0.1']
=> ['44075', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1958****', '*************', '*************', 'daum.net', '무교', 'NH농협', '953-0739-569-65', '8']: 9.875
=> ['28967', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1960****', '*************', '*************', 'naver.com', '무교', '수협중앙회', '5474-0003-8340', '1']: 9.875

['43623', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'daum.net', '불교', '서울여자대학교', '예체능', '2.05']
=> ['31233', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '불교', '국민은행', '701512-43-481465', '8']: 9.75
=> ['20050', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1983****', '*************', '*************', 'naver.com', '기독교', '외환은행', '001-260620-425', '5']: 9.75
=> ['89942', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1990****', '*************', '*************', 'gmail.com', '무교', '스탠다드(제일)', '496-24-190772', '4']: 9.75

['62069', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'gmail.com', '무교', '고려대학교', '인문', '1.89']
=> ['95141', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'gmail.com', '무교', 'NH농협', '770-1088-618-70', '4']: 10.0

['64001', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'naver.com', '기독교', '세종대학교', '자연', '3.14']
=> ['83604', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1964****', '*************', '*************', 'naver.com', '기독교', '우리은행', '0953-194-727789', '8']: 9.875
=> ['52725', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1969****', '*************', '*************', 'naver.com', '불교', '외환은행', '442-861693-981', '3']: 9.875

['76511', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'gmail.com', '무교', '서강대학교', '예체능', '0.21']
=> ['23046', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1960****', '*************', '*************', 'gmail.com', '무교', '신한은행', '679-310-984369', '4']: 9.875
=> ['279', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1964****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '5-48137097178-5', '9']: 9.875
=> ['34293', '박**', '남성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1964****', '*************', '*************', 'naver.com', '기독교', '국민은행', '604940-34-329571', '4']: 9.875
=> ['8578', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1963****', '*************', '*************', 'naver.com', '기독교', '한국씨티은행', '165-855950-258', '8']: 9.875

['78447', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'daum.net', '무교', '육군사관학교', '예체능', '3.68']
=> ['82539', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1958****', '*************', '*************', 'daum.net', '무교', '수협중앙회', '2229-9647-5457', '1']: 9.875

['80349', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'gmail.com', '무교', '성균관대학교', '사회', '3.08']
=> ['95141', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'gmail.com', '무교', 'NH농협', '770-1088-618-70', '4']: 10.0

['10587', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'yahoo.com', '불교', '육군사관학교', '의학', '4.23']
=> ['51156', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1967****', '*************', '*************', 'yahoo.com', '불교', '외환은행', '289-347171-339', '8']: 9.875

['24263', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'yahoo.com', '무교', '서울대학교', '교육', '2.31']
=> ['76845', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1949****', '*************', '*************', 'yahoo.com', '무교', '우리은행', '6816-773-236566', '1']: 9.75
=> ['89252', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1971****', '*************', '*************', 'naver.com', '기독교', '신한은행', '332-059-355052', '6']: 9.75
=> ['96488', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1980****', '*************', '*************', 'naver.com', '기독교', '국민은행', '284025-86-546330', '9']: 9.75
=> ['26571', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'daum.net', '불교', '신한은행', '726-341-298186', '9']: 9.75

['83169', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'naver.com', '불교', '상명대학교', '법학', '2.17']
=> ['63374', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1972****', '*************', '*************', 'naver.com', '불교', '기업은행', '647-386297-78-936', '8']: 9.75

['12205', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'gmail.com', '불교', '건국대학교', '교육', '4.36']
=> ['8352', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1959****', '*************', '*************', 'gmail.com', '무교', '수협중앙회', '2422-2531-3112', '9']: 9.75
=> ['31839', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1953****', '*************', '*************', 'gmail.com', '불교', '외환은행', '587-267362-963', '7']: 9.75
=> ['24550', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1975****', '*************', '*************', 'yahoo.com', '불교', '수협중앙회', '9851-9584-1559', '7']: 9.75
=> ['13634', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'naver.com', '무교', '한국씨티은행', '350-155571-224', '3']: 9.75
=> ['6170', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1983****', '*************', '*************', 'gmail.com', '무교', 'NH농협', '569-7728-308-67', '3']: 9.75
=> ['33162', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1992****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '775-2552-498-52', '7']: 9.75

['14256', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'gmail.com', '불교', '국민대학교', '예체능', '3.38']
=> ['8352', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1959****', '*************', '*************', 'gmail.com', '무교', '수협중앙회', '2422-2531-3112', '9']: 9.75
=> ['31839', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1953****', '*************', '*************', 'gmail.com', '불교', '외환은행', '587-267362-963', '7']: 9.75
=> ['24550', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1975****', '*************', '*************', 'yahoo.com', '불교', '수협중앙회', '9851-9584-1559', '7']: 9.75
=> ['13634', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'naver.com', '무교', '한국씨티은행', '350-155571-224', '3']: 9.75
=> ['6170', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1983****', '*************', '*************', 'gmail.com', '무교', 'NH농협', '569-7728-308-67', '3']: 9.75
=> ['33162', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1992****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '775-2552-498-52', '7']: 9.75

['47048', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'daum.net', '불교', '상명대학교', '법학', '0.7']
=> ['86255', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1969****', '*************', '*************', 'daum.net', '불교', '우리은행', '1132-764-369430', '9']: 9.875

['61562', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'naver.com', '무교', '경희대학교', '자연', '3.05']
=> ['7748', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1961****', '*************', '*************', 'naver.com', '무교', '새마을금고', '1-20778839867-1', '5']: 9.875
=> ['42881', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1988****', '*************', '*************', 'naver.com', '천주교', '수협중앙회', '6255-6784-0907', '5']: 9.875
=> ['42800', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1966****', '*************', '*************', 'yahoo.com', '불교', '우리은행', '7420-653-070128', '5']: 9.875

['70484', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'gmail.com', '무교', '감리교신학대학교', '예체능', '3.98']
=> ['69194', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'gmail.com', '무교', '수협중앙회', '1399-0240-6670', '3']: 10.0
